crop_yield,fertilizer,irrigation,sunlight,soil_nutrients
94.39841292835952,A,Drip,6.879048706895575,3.9343901544510484
98.629915196655,A,Drip,7.53964502103344,5.385325563734794
102.15313800427222,A,Drip,11.117416628298248,4.629962182306439
95.87498837829727,A,Drip,8.141016782849151,4.4786861009034
91.53547522727443,A,Drip,8.258575470321892,3.5725721491024762
103.42020638354511,A,Drip,11.430129973766562,4.93245841278662
93.19530524168869,A,Drip,8.921832411978405,3.8226432958143866
80.9797205774017,A,Drip,5.469877530786932,2.498087095117795
94.15653133391082,A,Drip,6.626294296212948,4.4296602195683565
97.79911864010279,A,Drip,7.108676059800084,6.378494913591149
99.7698381283147,A,Drip,10.448163594878924,4.136979556087412
101.02228344449766,A,Drip,8.719627654114728,5.91194648333755
93.1883368226397,A,Drip,8.801542901188105,2.573175937566254
95.27125707297562,A,Drip,8.22136543189024,4.916657051713191
93.57311244319114,A,Drip,6.88831773049185,5.779110805915193
109.64114967857199,A,Drip,11.573826273606157,5.4517300432500715
98.08246883100587,A,Drip,8.995700956458478,5.158514291223415
81.83760523959786,A,Drip,4.066765686740723,4.0389409875419355
93.21056371290074,A,Drip,9.40271180312737,3.7254434809496266
86.45803195900262,A,Drip,7.054417184544132,3.46380681409263
90.04234419842035,A,Drip,5.86435258802631,5.176469895650189
91.88246129720997,A,Drip,7.56405017068341,3.5787880787227966
90.88216553967024,A,Drip,5.947991103385521,4.264163834448998
92.61830569632338,A,Drip,6.5422175414177195,4.615861711702629
100.44486809010814,A,Drip,6.749921464301487,7.765793007848311
78.75225876342758,A,Spray,4.626613378515174,4.022075147456812
93.83898187039433,A,Spray,9.67557408898905,5.353079858427286
89.68325308907126,A,Spray,8.30674623567303,5.1169412743455664
81.75026145930852,A,Spray,5.723726125976105,3.557215048804807
93.91700306058635,A,Spray,10.507629842139853,4.893037870814602
102.54338790127407,A,Spray,8.852928442953628,7.166826287635024
90.3757716359634,A,Spray,7.409857034015458,5.677256079618822
95.09025410745177,A,Spray,9.790251322090045,5.06184938298941
91.01237628265775,A,Spray,9.756266975066085,4.366254751490563
83.71951553172858,A,Spray,9.643162163274974,1.9201291676892267
95.90018646625376,A,Spray,9.377280508200181,6.697005820121263
85.83085717178078,A,Spray,9.107835307075177,2.809039893612767
93.85817005591333,A,Spray,7.8761765788465565,6.109921266316002
97.70976143110184,A,Spray,7.388074672520166,7.863655353826225
80.0370527964555,A,Spray,7.239057997975235,2.834160258542301
88.10725067287562,A,Spray,6.610586042158975,6.052676503062067
86.77612747090518,A,Spray,7.584165443960803,4.606703765896298
79.59049086569668,A,Spray,5.4692072968634715,2.6417837612817685
91.75416814334318,A,Spray,12.337911930677025,2.727998519327373
88.47479402167887,A,Spray,10.415923996609981,2.5976957396381097
85.80010137757475,A,Spray,5.753782833593302,4.203640216744546
81.20572592036545,A,Spray,7.194230329401848,2.80736662250615
88.04266730263235,A,Spray,7.066689292753562,6.031875159463741
102.020776953499,A,Spray,9.559930236672635,8.150163410788508
84.7624374832923,A,Spray,7.833261867056342,3.0694542859472316
100.06021164027251,A,Drip,8.506637027989509,6.181608271212767
98.19420358066101,A,Drip,7.942906489302594,6.153563361501365
96.59272485056204,A,Drip,7.914259085417368,5.498303868425176
98.48630997710418,A,Drip,10.737204568028915,3.487435087584488
83.53062588415735,B,Drip,7.548458028681464,4.820821090054012
88.14344378960381,B,Drip,11.032941208859079,4.57940699724463
78.9512878706441,B,Drip,4.902494391539557,5.84448429983072
84.50860257701424,B,Drip,9.169227499272138,4.441341865844256
86.78837166829608,B,Drip,8.247708487689227,6.465460080028431
78.3282899779871,B,Drip,8.431883137487945,4.438128713349479
87.59316437380136,B,Drip,8.759278965519764,6.579067198368998
73.78734529817926,B,Drip,6.995353093781396,3.426234490000901
74.75757334576446,B,Drip,7.33358523266116,3.1097671328628316
94.09220014703902,B,Drip,5.962849233785823,9.861559902413607
79.35134266856235,B,Drip,5.856417547048844,4.374713617759352
87.95482948692202,B,Drip,8.607057282808515,5.447341387311073
86.83931049764156,B,Drip,8.896419557258852,5.954854511050773
76.5749535268479,B,Drip,8.106008453461008,4.274329061436885
88.15965681066645,B,Drip,9.844534935759475,5.775293066470414
